        PasswordHash = "AQAAAAIAAYagAAAAECk8dlZBCbwCFCh2NUtIfvSSnbf2i6OSV2MBcoRm0xQCnFl5HRyYIK7DMWlqicuuPg==",
        SecurityStamp = "B3VW3NGJPLJIB7VAJPHE4ZQXQRXNG5GT",
        ConcurrencyStamp = "7287cd7b-087c-49c1-afda-257446473577",
        PhoneNumber = "+921231234567",
        PhoneNumberConfirmed = false,
        TwoFactorEnabled = false,
        LockoutEnd = null,
        LockoutEnabled = true,
        AccessFailedCount = 0,
        City = "Islamabad",
        Name = "Employee",
        PostalCode = "44000",
        State = "Punjab",
        StreetAddress = "Gulburg greens",
        CompanyId = null
    },
    new ApplicationUser
    {
        Id = "61244749-ec1c-45fc-b3ef-9287c90491db",
        UserName = "customer@mail.com",
        NormalizedUserName = "CUSTOMER@MAIL.COM",
        Email = "customer@mail.com",
        NormalizedEmail = "CUSTOMER@MAIL.COM",
        EmailConfirmed = false,
        PasswordHash = "AQAAAAIAAYagAAAAEMRda8maytGXXAtbxoKSDB28wfRgCaOgXkpIAur+G2O129pb3Ry9CTLs48ixYXu9aA==",
        SecurityStamp = "F4JXHJNQUW3Y24IDGBQL57S4OMFFESUI",
        ConcurrencyStamp = "d909fab9-2a74-421f-80a3-423e7a63d46c",
        PhoneNumber = "+921231234567",
        PhoneNumberConfirmed = false,
        TwoFactorEnabled = false,
        LockoutEnd = null,
        LockoutEnabled = true,
        AccessFailedCount = 0,
        City = "Islamabad",
        Name = "Customer",
        PostalCode = "44000",
        State = "Punjab",
        StreetAddress = "Gulburg greens",
        CompanyId = null
    }
);

modelBuilder.Entity<IdentityUserRole<string>>().HasData(
    new IdentityUserRole<string> 
    {
        UserId = "801999c1-00c3-4a24-9127-84273dd7d267",
        RoleId = "137c8e30-8011-4e13-835a-9ed6056b09a6"
    },
    new IdentityUserRole<string>
    {
        UserId = "f17444f0-8643-45ef-9f4e-71f7f90b5a95",
        RoleId = "2e6eb075-8360-4354-b40b-29f257b319b1"
    },
    new IdentityUserRole<string>
    {
        UserId = "9d43f78e-da7e-4dc1-bc26-fa3354d7f04a",
        RoleId = "3c09f235-e3a2-4530-82e2-257b1f6ead6c"
    },
    new IdentityUserRole<string> 
    {
        UserId = "61244749-ec1c-45fc-b3ef-9287c90491db",
        RoleId = "803ee787-bbdc-44e7-8a22-9976391b3182"
    }
);
